symbol,last_updated,country,region,name,exchange,currency,data_source,industry,sector,market_cap,revenue,profit_margin,operating_margin,return_on_equity,return_on_assets,forward_pe,trailing_pe,price_to_sales,price_to_book,enterprise_value,employees,website,revenue_annual,operating_income,net_income,ebitda,gross_profit,fiscal_year_end,total_assets,total_debt,total_equity,cash,current_assets,current_liabilities,current_ratio,completeness_score
LNT,2025-03-21T10:54:13.476906,Germany,Europe,Alliant Energy Corporation,NMS,USD,"investpy, Yahoo Finance",Utilities - Regulated Electric,Utilities,16312776704.0,3980999936.0,0.17332001,-0.3125,0.10014,0.02645,19.674923,23.624535,4.097658,2.3290331,26848800768.0,2998.0,https://www.alliantenergy.com,3981000000.0,886000000.0,690000000.0,1797000000.0,1780000000.0,2024-12-31,22714000000.0,10406000000.0,,81000000.0,1184000000.0,2715000000.0,0.43609576427255986,6
ALK,2025-03-21T10:54:21.559435,Germany,Europe,"Alaska Air Group, Inc.",NYQ,USD,"investpy, Yahoo Finance",Airlines,Industrials,6504672256.0,11735000064.0,0.03366,0.04527,0.093109995,0.03232,9.787037,17.15909,0.55429673,1.4883132,10422681600.0,30207.0,https://www.alaskaair.com,11735000000.0,915000000.0,395000000.0,1270000000.0,2118000000.0,2024-12-31,19768000000.0,6393000000.0,,1201000000.0,3760000000.0,6145000000.0,0.611879576891782,6
TNET,2025-03-21T10:54:12.104231,Belgium,Europe,"TriNet Group, Inc.",NYQ,USD,"investpy, Yahoo Finance",Staffing & Employment Services,Industrials,3905746688.0,4989000192.0,0.034679998,-0.010299999,2.35374,0.03968,14.6037035,22.991253,0.7828716,56.61163,4567742464.0,364300.0,https://www.trinet.com,5053000000.0,288000000.0,173000000.0,374000000.0,952000000.0,2024-12-31,4119000000.0,1022000000.0,,360000000.0,3180000000.0,2981000000.0,1.0667561221066757,6
HIW,2025-03-21T10:54:21.495824,Germany,Europe,"Highwoods Properties, Inc.",NYQ,USD,"investpy, Yahoo Finance",REIT - Office,Real Estate,3172497408.0,830019968.0,0.12319,0.25464,0.04239,0.02253,74.10257,30.74468,3.822194,1.3335794,6562260992.0,350.0,https://www.highwoods.com,825862000.0,212740000.0,102248000.0,550498000.0,553689000.0,2024-12-31,6029355000.0,3293559000.0,,22412000.0,512311000.0,304551000.0,1.6821845930566637,6
BLKB,2025-03-21T10:54:09.261760,Switzerland,Europe,"Blackbaud, Inc.",NMS,USD,"investpy, Yahoo Finance",Software - Application,Technology,3147689472.0,1155495040.0,-0.24507,0.20823999,-0.59571,0.041690003,13.6895075,,2.7241046,21.80423,4141660672.0,2600.0,https://www.blackbaud.com,1155495000.0,134854000.0,-283172000.0,-134292000.0,639203000.0,2024-12-31,2495715000.0,1109171000.0,,67628000.0,976308000.0,1252097000.0,0.7797383110094506,6
SPT,2025-03-21T10:54:11.559886,United Kingdom,Europe,"Sprout Social, Inc",NCM,USD,"investpy, Yahoo Finance",Software - Application,Technology,1449165824.0,405908000.0,-0.15267,-0.09951,-0.39880002,-0.08688,35.338028,,3.570183,7.7533994,1402273408.0,1322.0,https://www.sproutsocial.com,405908000.0,-60356000.0,-61971000.0,-45908000.0,314433000.0,2024-12-31,428341000.0,43290000.0,,86437000.0,210215000.0,220752000.0,0.9522677031238675,6
ECPG,2025-03-21T10:54:08.857191,Germany,Europe,Encore Capital Group Inc,NMS,USD,"investpy, Yahoo Finance",Credit Services,Financial Services,817586752.0,1316360960.0,-0.10578,-0.056649998,-0.16344,0.03669,4.626005,,0.6210962,1.0654851,4378591232.0,7350.0,https://www.encorecapital.com,1316361000.0,276474000.0,-139244000.0,188764000.0,603557000.0,2024-12-31,4789729000.0,3672762000.0,,199865000.0,245867000.0,233545000.0,1.052760709927423,6
ITRN,2025-03-21T10:54:19.695514,Germany,Europe,Ituran Location and Control Ltd,NMS,USD,"investpy, Yahoo Finance",Scientific & Technical Instruments,Technology,734471680.0,336256992.0,0.15956001,0.2176,0.30442,0.1378,13.623615,13.674073,2.184257,3.9652023,668825472.0,2800.0,https://www.ituran.com,319978000.0,66322000.0,48137000.0,87369000.0,153161000.0,2023-12-31,318688000.0,8664000.0,,53434000.0,178539000.0,92464000.0,1.9309028378612216,6
SLN,2025-03-21T10:54:25.438581,United Kingdom,Europe,Silence Therapeutics Plc - Amer,NGM,USD,"investpy, Yahoo Finance",Biotechnology,Healthcare,208260800.0,43258000.0,-1.04741,0.26517,-0.58083,-0.19243,-2.7205882,,4.8143883,1.303735,376977056.0,116.0,https://www.silence-therapeutics.com,43258000.0,-49582000.0,-45309000.0,-48989000.0,31448000.0,2024-12-31,202635000.0,117000.0,,121330000.0,187366000.0,16822000.0,11.13815241945072,6
SNT,2025-03-21T10:54:13.996858,United Kingdom,Europe,Senstar Technologies Corporatio,NGM,USD,"investpy, Yahoo Finance",Security & Protection Services,Industrials,80885704.0,34455000.0,0.042519998,0.18802,0.03957,0.03383,,69.4,2.3475752,2.138016,62023656.0,136.0,https://senstar.com,32792000.0,-1265000.0,-1289000.0,-255000.0,18848000.0,2023-12-31,50266000.0,877000.0,,14806000.0,34339000.0,10064000.0,3.41206279809221,6
MWG,2025-03-21T10:54:14.566114,United Kingdom,Europe,Multi Ways Holdings Limited,ASE,USD,"investpy, Yahoo Finance",Rental & Leasing Services,Industrials,9639036.0,35736000.0,0.185,0.03832,0.34370998,0.020399999,,1.2573913,0.26972902,0.4113798,33005928.0,92.0,https://www.multiways.com.sg,36016000.0,-3056000.0,1789000.0,4564000.0,8650000.0,2023-12-31,58001000.0,12766000.0,,7073000.0,52381000.0,31478000.0,1.6640510832962705,6
BON,2025-03-21T10:54:05.733257,Norway,Europe,Bon Natural Life Limited,NCM,USD,"investpy, Yahoo Finance",Specialty Chemicals,Basic Materials,1084345.0,23844556.0,0.0167,0.07857,0.00908,0.02162,0.44827586,1.5294117,0.04547558,0.02351239,8991821.0,97.0,https://www.bnlus.com,23844556.0,1936984.0,398172.0,2296726.0,7110009.0,2024-09-30,61765432.0,7300223.0,,80466.0,39793857.0,16445832.0,2.419692539726783,6
AKVA,2025-03-21T10:54:26.802725,Norway,Europe,ARKANOVA ENERGY COMPANY,OEM,USD,"investpy, Yahoo Finance",Oil & Gas E&P,Energy,135456.0,351312.0,0.0,-8.54736,,-0.5873,,,0.3855718,-0.00028571428,14910367.0,7.0,https://www.arkanovaenergy.com,,,,,,,,,,,,,,6
AVA,2025-03-21T10:54:12.011997,Germany,Europe,Avista Corporation,NYQ,USD,"investpy, Yahoo Finance",Utilities - Diversified,Utilities,3205052160.0,1938000000.0,0.09288,0.18631001,0.07092,0.02461,15.503877,17.467249,1.6537937,1.2356356,6323050496.0,,https://investor.avistacorp.com,1938000000.0,306000000.0,180000000.0,602000000.0,1140000000.0,2024-12-31,7941000000.0,3117000000.0,,30000000.0,656000000.0,771000000.0,0.8508430609597925,5
BIOX,2025-03-21T10:54:21.918668,France,Europe,Bioceres Crop Solutions Corp.,NMS,USD,"investpy, Yahoo Finance",Agricultural Inputs,Basic Materials,260551568.0,407732096.0,0.00368,0.0708,0.00617,0.02471,6.734375,215.5,0.6390264,0.8731767,561510656.0,,https://investors.biocerescrops.com/home/default.aspx,464828548.0,41524516.0,3243361.0,55455336.0,182430752.0,2024-06-30,850628347.0,270945903.0,,44473270.0,408668037.0,329505846.0,1.24024517914016,5
FFPP,2025-03-21T10:54:27.513689,Germany,Europe,Fast Finance Pay Corp.,PNK,USD,"investpy, Yahoo Finance",Software - Infrastructure,Technology,220275200.0,10433549.0,0.05447,-0.00892,0.082100004,0.03113,,,21.112202,30.18868,220338272.0,,https://ff24pay-corp.com,,,,,,,,,,,,,,5
FFPP,2025-03-21T10:54:27.513689,Germany,Europe,Fast Finance Pay Corp.,PNK,USD,"investpy, Yahoo Finance",Software - Infrastructure,Technology,220275200.0,10433549.0,0.05447,-0.00892,0.082100004,0.03113,,,21.112202,30.18868,220338272.0,,https://ff24pay-corp.com,,,,,,,,,,,,,,5
PHD,2025-03-21T10:54:26.152965,United Kingdom,Europe,Pioneer Floating Rate Trust Pio,NYQ,USD,"investpy, Yahoo Finance",Asset Management,Financial Services,116509680.0,18291296.0,0.91012,0.90551,0.13174,0.05256,,7.026119,6.369679,0.9111584,176352752.0,,,17250908.0,,16647329.0,,,2024-11-30,198904755.0,60000000.0,,158979.0,,,,5
ATOS,2025-03-21T10:54:25.979015,France,Europe,"Atossa Therapeutics, Inc.",NCM,USD,"investpy, Yahoo Finance",Biotechnology,Healthcare,90010616.0,,0.0,0.0,-0.31304002,-0.20346001,-2.6499999,,,1.2209897,15244797.0,12.0,https://www.atossatherapeutics.com,,,,,,2023-12-31,,,,,,,,5
BBN,2025-03-21T10:54:17.576895,Switzerland,Europe,BlackRock Taxable Municipal Bon,NYQ,USD,"investpy, Yahoo Finance",Asset Management,Financial Services,1027609216.0,,0.0,0.0,,,,87.52631,,,,,https://www.blackrock.com/investing/products/240174/blackrock-build-america-bond-trust-fund,12774719.0,,12069221.0,,,2024-12-31,1565304322.0,504282960.0,,,,,,4
DBA,2025-03-21T10:54:15.925887,Italy,Europe,Invesco DB Agriculture Fund,PCX,USD,"investpy, Yahoo Finance",Unknown,Unknown,742440000.0,,,,,,,11.359797,,1.5908687,,,,,,,,,,,,,,,,,4
EMG,2025-03-21T10:54:05.749257,United Kingdom,Europe,"Emergent Capital, Inc.",YHD,USD,"investpy, Yahoo Finance",Unknown,Unknown,8481660.0,,,,,,-0.5,,,0.0427777,,,,,,,,,,,,,,,,,4
DIAH,2025-03-21T10:54:23.504801,Sweden,Europe,DIAMOND HOLDINGS INC,OEM,USD,"investpy, Yahoo Finance",Other Industrial Metals & Mining,Basic Materials,280537.0,,0.0,0.0,0.08392,-0.07324,,Infinity,,0.0035714284,192420.0,,,0.0,-388504.0,-388504.0,-388504.0,0.0,2020-10-31,1030071.0,103331.0,,21.0,21.0,238996.0,8.786757937371337e-05,4
ENDO,2025-03-21T10:54:25.963018,Sweden,Europe,ENDOCAN CORP,OEM,USD,"investpy, Yahoo Finance",Specialty Chemicals,Basic Materials,176381.0,,0.0,0.0,,,,,,-0.00058823527,955071.0,,https://www.omnicanna.com,,,,,,,,,,,,,,4
EXCL,2025-03-21T10:44:03.911473,Belgium,Europe,EXCELLERANT INC,OEM,USD,"investpy, Yahoo Finance",Shell Companies,Financial Services,1130.0,,0.0,0.0,,,,,,-0.049999997,,,https://excellerant.vc,0.0,-43632.0,-13800.0,-43632.0,,2021-09-30,0.0,13935.0,,,0.0,19887.0,,4
RIM,2025-03-21T10:54:01.735181,Germany,Europe,BlackBerry,YHD,EUR,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,3
RPS,2025-03-21T10:54:04.189194,United Kingdom,Europe,Purpose Canadian Preferred Share ETF,NMS,GBP,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,3
BGSC,2025-03-21T10:54:04.640475,United Kingdom,Europe,Bmo Global Smaller,NCM,GBP,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,3
NZX,2025-03-21T10:54:08.496810,United Kingdom,Europe,3237,YHD,GBP,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,3
SCHK,2025-03-21T10:54:07.853207,Belgium,Europe,Schwab 1000 Index ETF,PCX,USD,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,24.524181,,,,,,,,,,,,,,,,,,,3
BRGE,2025-03-21T10:54:12.478991,United Kingdom,Europe,Blackrock Europe,YHD,GBP,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,3
AMDG,2025-03-21T10:54:12.780114,Austria,Europe,Leverage Shares 2X Long AMD Dai,NGM,USD,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,3
FBD,2025-03-21T10:54:13.556068,Ireland,Europe,Fbd Holdings,NMS,EUR,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,3
VLS,2025-03-21T10:54:17.608292,France,Europe,Valneva,NMS,EUR,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,3
VVL,2025-03-21T10:54:18.327497,Norway,Europe,Voss Veksel La,NMS,NOK,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,3
TFG,2025-03-21T10:54:19.616582,Netherlands,Europe,Tetragon Financial Group Ltd,PNK,USD,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,691061000.0,,23872000.0,,,2020-12-31,2452799000.0,189657000.0,,103983000.0,,,,3
STGN,2025-03-21T10:54:21.400206,Switzerland,Europe,57563,YHD,CHF,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,3
DISCa,2025-03-21T10:54:22.329832,Germany,Europe,Discovery A,Unknown,EUR,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,3
BAG,2025-03-21T10:54:22.755976,United Kingdom,Europe,A.G Barr,NMS,GBP,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,3
TFFP,2025-03-21T10:54:24.588964,France,Europe,TF1,Unknown,EUR,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,3
GHP,2025-03-21T10:54:25.359066,Sweden,Europe,GHP Special Care,NMS,SEK,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,3
TUB,2025-03-21T10:54:26.357343,Belgium,Europe,Tubize-Fin,NMS,EUR,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,3
MAIL,2025-03-21T10:54:26.169016,Italy,Europe,MailUp,YHD,EUR,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,3
SOF,2025-03-21T10:54:26.169016,Belgium,Europe,Amplify ETF Trust Amplify Samsu,PCX,USD,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,3
NVC,2025-03-21T10:54:27.387574,France,Europe,18134,YHD,EUR,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,3
OET,2025-03-21T10:54:28.998155,Norway,Europe,Okeanis Eco Tankers,NMS,NOK,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,3
PSG,2025-03-21T10:54:28.889595,Spain,Europe,Prosegur,YHD,EUR,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,3
DNO,2025-03-21T10:54:29.974282,Norway,Europe,United States Short Oil Fund,PCX,USD,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,3
AMDG,2025-03-21T10:54:12.780114,Austria,Europe,Leverage Shares 2X Long AMD Dai,NGM,USD,"investpy, Yahoo Finance",Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,3
MLBAT,2025-03-21T10:53:32.408856,France,Europe,Batla Minerals,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MWDP,2025-03-21T10:53:32.440590,France,Europe,Wendel,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
FLOWS,2025-03-21T10:53:32.487317,Sweden,Europe,Crowdsoft,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PNIG,2025-03-21T10:53:32.455675,United Kingdom,Europe,Pennant,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ARLG,2025-03-21T10:53:32.502339,Austria,Europe,Aareal Bank AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ZIGN,2025-03-21T10:53:32.487317,Sweden,Europe,Zignsec,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SIGN,2025-03-21T10:53:32.440590,Austria,Europe,Signature,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALNSE,2025-03-21T10:53:32.393528,France,Europe,NSE SA,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CCH,2025-03-21T10:53:33.875383,United Kingdom,Europe,Coca Cola HBC AG,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PGNG,2025-03-21T10:53:33.921481,Germany,Europe,Paragon AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
TSTT,2025-03-21T10:53:33.937511,United Kingdom,Europe,Touchstar,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
INCOAX,2025-03-21T10:53:33.906273,Sweden,Europe,InCoax Networks,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ASTr,2025-03-21T10:53:33.906273,Greece,Europe,Alpha Astika Akinita SA,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MGNK,2025-03-21T10:53:33.953524,Germany,Europe,Mologen,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PAALb,2025-03-21T10:53:33.953524,Denmark,Europe,Per Aarsleff B,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
IFXGnEUR,2025-03-21T10:53:34.424155,Switzerland,Europe,Infineon,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BLEE,2025-03-21T10:53:34.360678,France,Europe,Bleecker,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MLXS,2025-03-21T10:53:34.344666,Belgium,Europe,Melexis NV,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
GTTG,2025-03-21T10:53:34.408146,Germany,Europe,Tegna,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
DIGP,2025-03-21T10:53:34.140658,France,Europe,Digigram,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NS,2025-03-21T10:53:34.314156,Germany,Europe,Nustar,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
EURA,2025-03-21T10:53:34.865166,France,Europe,Eurazeo,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
RMPq,2025-03-21T10:53:34.927358,United Kingdom,Europe,Red Emperor Resources,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
LOTB,2025-03-21T10:53:35.398215,Belgium,Europe,Lotus Bakeries,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
THXLE,2025-03-21T10:53:35.430215,Netherlands,Europe,Theta Legends,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MLIFE,2025-03-21T10:53:35.459867,France,Europe,Global Health Group,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SANT1,2025-03-21T10:53:35.430215,Germany,Europe,S&T AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
OPpref,2025-03-21T10:53:35.398215,Sweden,Europe,Oscar Properties Pref,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HRMr,2025-03-21T10:53:35.382725,Greece,Europe,Gek Terna,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
POLO,2025-03-21T10:53:35.855380,United Kingdom,Europe,Polo Resources,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
WAFGn,2025-03-21T10:53:35.839378,Germany,Europe,Siltronic AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SCAb,2025-03-21T10:53:36.308178,Sweden,Europe,SCA B,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
WEHA,2025-03-21T10:53:36.245270,Netherlands,Europe,Wereldhave,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
INFRAC,2025-03-21T10:53:36.276301,Sweden,Europe,Infracom,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SHA_p,2025-03-21T10:53:36.229552,Germany,Europe,Schaeffler AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MUVGnEUR,2025-03-21T10:53:36.214398,Switzerland,Europe,Muench. Rueckvers.,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AVMNOK,2025-03-21T10:53:36.198364,Sweden,Europe,Avocet Mining,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CBOS,2025-03-21T10:53:36.760348,Belgium,Europe,Cie Bois Sauvage,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BEVA,2025-03-21T10:53:36.760348,Netherlands,Europe,Bever Holding NV,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
TGEL,2025-03-21T10:53:37.196118,France,Europe,Toupargel,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
TLIT,2025-03-21T10:53:37.102661,Italy,Europe,Telecom Italia,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
YOSO,2025-03-21T10:53:37.149583,Spain,Europe,Obsido Socimi SA,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NESNEE,2025-03-21T10:53:37.149583,Switzerland,Europe,Nestle,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALAVY,2025-03-21T10:53:37.180610,France,Europe,Audiovalley,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HUMAN,2025-03-21T10:53:37.180610,Sweden,Europe,Humana,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
LMPL,2025-03-21T10:53:37.506312,United Kingdom,Europe,Londonmetric Property,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AACM,2025-03-21T10:53:37.600526,Sweden,Europe,AAC Microtec,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CONSTI,2025-03-21T10:53:37.944557,Finland,Europe,Consti Yhtiot Oy,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SOIT,2025-03-21T10:53:38.006809,France,Europe,Soitec,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SGFI,2025-03-21T10:53:37.976086,Italy,Europe,Sogefi,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALMLB,2025-03-21T10:53:37.976086,France,Europe,Miliboo SA,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NETb,2025-03-21T10:53:37.960574,Sweden,Europe,NetEnt,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ICIr,2025-03-21T10:53:37.960574,Greece,Europe,Intercontinental Intl RE,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
UN01,2025-03-21T10:53:38.590521,Germany,Europe,Uniper SE,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
IMINT,2025-03-21T10:53:38.653452,Sweden,Europe,Imint Image Intelligence AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HOCN,2025-03-21T10:53:39.059839,Switzerland,Europe,Hochdorf Holding AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BOAr,2025-03-21T10:53:39.091387,Greece,Europe,Attica Bank,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SINCH,2025-03-21T10:53:39.121348,Sweden,Europe,CLX Coms,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALHSW,2025-03-21T10:53:39.075900,France,Europe,Horizontal Software,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BION,2025-03-21T10:53:39.013495,Switzerland,Europe,BB Biotech,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AGOL,2025-03-21T10:53:39.106165,United Kingdom,Europe,Ashmore Global Opp,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
JWNG,2025-03-21T10:53:39.600698,United Kingdom,Europe,Jaywing,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
TTSLA,2025-03-21T10:53:39.600698,Italy,Europe,Tesla,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CGCBV,2025-03-21T10:53:40.045466,Finland,Europe,Cargotec Oyj,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
STRINVS,2025-03-21T10:53:40.045466,Denmark,Europe,Aktieselskabet af 23.04,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2CRSI,2025-03-21T10:53:40.045466,France,Europe,2Crsi,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
EDNn,2025-03-21T10:53:39.934012,Italy,Europe,Edison RSP,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AGFB,2025-03-21T10:53:39.981769,Belgium,Europe,Agfa Gevaert,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SVEG,2025-03-21T10:53:40.045466,Norway,Europe,Sparebanken Vest,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PRTP,2025-03-21T10:53:40.386834,France,Europe,Kering,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SIAF-ME,2025-03-21T10:53:40.402919,Norway,Europe,Sino Agro Food,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NRSNOK,2025-03-21T10:53:40.814249,Sweden,Europe,Norway Royal Salmon,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NRDF,2025-03-21T10:53:40.892827,Denmark,Europe,Nordfyns Bank,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BOUVET,2025-03-21T10:53:40.931828,Norway,Europe,Bouvet,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
APME,2025-03-21T10:53:40.892827,Germany,Europe,AD Pepper Media,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
VCC2,2025-03-21T10:53:40.845314,Germany,Europe,Vical,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AKOyb,2025-03-21T10:53:40.829249,Germany,Europe,Andina B,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
EMASL,2025-03-21T10:53:41.335268,Norway,Europe,Emas Offshore Construction Pte,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
